txn_id,user_id,device_id,merchant_id,amount,is_fraud,ts,city
T4673,U31,D31,M89,1585,0,2025-01-27T17:03:46,Mumbai
T4674,U89,D60,M68,2647,0,2025-01-13T11:50:21,Delhi
T4675,U195,D91,M54,2532,0,2025-01-27T23:43:41,Delhi
T4676,U194,D48,M24,3405,0,2025-01-08T07:53:14,Hyderabad
T4677,U107,D35,M71,399,0,2025-01-17T12:29:39,Chennai
T4678,U79,D75,M19,1013,0,2025-01-18T11:48:11,Mumbai
T4679,U152,D59,M74,1849,0,2025-01-20T00:08:15,Hyderabad
T4680,U165,D11,M35,3466,0,2025-01-01T00:45:00,Delhi
T4681,U103,D90,M30,3429,0,2025-01-23T16:49:46,Delhi
T4682,U89,D41,M30,1905,0,2025-01-04T22:40:17,Mumbai
T4683,U177,D49,M62,3528,0,2025-01-28T14:35:08,Delhi
T4684,U67,D70,M10,4662,0,2025-01-27T17:49:52,Hyderabad
T4685,U7,D92,M42,1142,0,2025-01-18T13:00:47,Hyderabad
T4686,U111,D57,M24,2704,0,2025-01-18T16:17:30,Mumbai
T4687,U49,D80,M43,158,0,2025-01-26T00:11:27,Delhi
T4688,U77,D27,M17,4378,0,2025-01-06T09:44:06,Delhi
T4689,U142,D60,M10,2802,0,2025-01-21T05:47:21,Delhi
T4690,U47,D93,M14,596,0,2025-01-17T03:30:05,Chennai
T4691,U49,D59,M58,2944,0,2025-01-26T09:23:54,Chennai
T4692,U39,D30,M72,4532,0,2025-01-28T11:15:56,Delhi
T4693,U135,D50,M56,2791,0,2025-01-15T15:22:37,Hyderabad
T4694,U40,D48,M81,2884,0,2025-01-11T06:24:23,Mumbai
T4695,U9,D77,M6,3823,0,2025-01-21T20:50:43,Mumbai
T4696,U164,D74,M35,3632,0,2025-01-08T00:26:23,Hyderabad
T4697,U7,D6,M42,2205,0,2025-01-30T01:31:41,Delhi
T4698,U173,D33,M83,1240,0,2025-01-01T00:56:53,Hyderabad
T4699,U148,D14,M4,3273,0,2025-01-28T06:39:17,Delhi
T4700,U146,D4,M22,4336,0,2025-01-15T01:28:39,Chennai
T4701,U36,D38,M9,1154,0,2025-01-04T21:58:45,Chennai
T4702,U163,D34,M67,1818,0,2025-01-29T07:52:44,Delhi
T4703,U125,D46,M5,3034,0,2025-01-07T18:45:23,Hyderabad
T4704,U154,D68,M38,2182,0,2025-01-24T23:05:01,Chennai
T4705,U142,D82,M93,2563,0,2025-01-05T12:57:15,Hyderabad
T4706,U190,D5,M89,126,0,2025-01-09T08:19:40,Chennai
T4707,U168,D55,M53,1228,0,2025-01-10T03:33:24,Mumbai
T4708,U42,D88,M73,256,0,2025-01-24T21:12:44,Mumbai
T4709,U88,D3,M33,3076,0,2025-01-01T21:05:09,Hyderabad
T4710,U97,D75,M30,1459,0,2025-01-06T17:30:19,Mumbai
T4711,U197,D59,M22,1298,0,2025-01-06T10:04:19,Hyderabad
T4712,U100,D45,M79,93498,1,2025-01-14T14:57:47,Hyderabad
T4713,U134,D93,M40,3505,0,2025-01-27T14:36:10,Mumbai
T4714,U142,D75,M52,3160,0,2025-01-01T16:46:43,Delhi
T4715,U76,D72,M87,2762,0,2025-01-18T17:23:34,Mumbai
T4716,U59,D9,M57,4114,0,2025-01-17T13:55:12,Chennai
T4717,U12,D22,M32,4588,0,2025-01-10T17:23:20,Chennai
T4718,U72,D24,M87,682,0,2025-01-06T18:35:09,Hyderabad
T4719,U80,D53,M99,3517,0,2025-01-11T16:00:19,Chennai
T4720,U164,D2,M91,4921,0,2025-01-10T13:23:07,Chennai
T4721,U180,D45,M79,100973,0,2025-01-25T08:51:30,Delhi
T4722,U33,D30,M59,2665,0,2025-01-26T19:03:12,Chennai
T4723,U48,D95,M71,159,0,2025-01-29T01:12:38,Delhi
T4724,U46,D43,M78,658,0,2025-01-26T06:08:56,Delhi
T4725,U175,D29,M1,1170,0,2025-01-24T19:35:04,Chennai
T4726,U26,D84,M12,4122,0,2025-01-12T14:44:22,Delhi
T4727,U186,D9,M32,1585,0,2025-01-25T07:16:26,Delhi
T4728,U7,D32,M6,3589,0,2025-01-25T14:02:37,Chennai
T4729,U40,D99,M54,3946,0,2025-01-19T09:51:02,Hyderabad
T4730,U170,D77,M39,2910,0,2025-01-22T09:44:49,Delhi
T4731,U153,D90,M23,4328,0,2025-01-11T21:29:17,Mumbai
T4732,U105,D42,M31,3899,0,2025-01-18T04:02:45,Mumbai
T4733,U194,D6,M28,4485,0,2025-01-05T13:00:35,Chennai
T4734,U57,D84,M30,1452,0,2025-01-10T23:27:08,Delhi
T4735,U76,D80,M71,4524,0,2025-01-25T12:27:26,Hyderabad
T4736,U115,D29,M61,2730,0,2025-01-13T10:43:59,Delhi
T4737,U132,D80,M0,3891,0,2025-01-17T04:56:06,Delhi
T4738,U30,D34,M71,3411,0,2025-01-03T02:58:37,Hyderabad
T4739,U126,D84,M14,3419,0,2025-01-12T11:44:29,Mumbai
T4740,U187,D26,M1,2221,0,2025-01-02T23:01:11,Hyderabad
T4741,U90,D67,M12,440,0,2025-01-28T19:31:16,Chennai
T4742,U177,D78,M77,4175,0,2025-01-15T21:04:32,Delhi
T4743,U150,D33,M63,231,0,2025-01-30T13:03:25,Mumbai
T4744,U160,D31,M43,2256,0,2025-01-02T02:42:03,Mumbai
T4745,U66,D59,M58,1159,0,2025-01-04T03:10:28,Delhi
T4746,U178,D7,M49,3413,0,2025-01-24T06:09:03,Delhi
T4747,U112,D37,M85,818,0,2025-01-11T16:46:44,Chennai
T4748,U64,D63,M11,3033,0,2025-01-09T04:56:49,Delhi
T4749,U116,D59,M49,2614,0,2025-01-30T09:08:57,Hyderabad
T4750,U72,D7,M24,461,0,2025-01-25T16:11:50,Hyderabad
T4751,U109,D30,M11,2341,0,2025-01-25T23:14:24,Hyderabad
T4752,U60,D57,M57,3184,0,2025-01-23T01:14:46,Delhi
T4753,U192,D48,M34,2754,0,2025-01-01T18:05:23,Delhi
T4754,U194,D9,M33,4921,0,2025-01-12T11:47:19,Hyderabad
T4755,U124,D28,M45,302,0,2025-01-01T04:02:39,Mumbai
T4756,U188,D67,M65,517,0,2025-01-01T11:32:10,Chennai
T4757,U132,D8,M19,4344,0,2025-01-16T04:28:05,Chennai
T4758,U66,D4,M59,1176,0,2025-01-30T00:46:09,Hyderabad
T4759,U146,D16,M53,4170,0,2025-01-13T22:35:27,Mumbai
T4760,U34,D87,M40,2032,0,2025-01-13T04:51:15,Delhi
T4761,U190,D14,M30,1998,0,2025-01-17T07:15:26,Hyderabad
T4762,U56,D70,M32,2922,0,2025-01-20T16:02:17,Delhi
T4763,U124,D79,M56,3141,0,2025-01-08T02:47:53,Hyderabad
T4764,U35,D55,M46,3370,0,2025-01-26T01:57:47,Hyderabad
T4765,U58,D42,M91,3948,0,2025-01-15T22:22:31,Mumbai
T4766,U121,D64,M2,1121,0,2025-01-11T13:02:46,Mumbai
T4767,U126,D86,M32,1176,0,2025-01-14T16:39:00,Delhi
T4768,U50,D70,M25,3059,0,2025-01-15T01:09:47,Hyderabad
T4769,U178,D38,M54,1859,0,2025-01-24T11:50:17,Hyderabad
T4770,U120,D64,M84,2608,0,2025-01-21T09:44:09,Chennai
T4771,U172,D8,M36,418,0,2025-01-25T23:44:25,Chennai
T4772,U99,D30,M68,4424,0,2025-01-04T08:02:35,Delhi
T4773,U48,D95,M57,2606,0,2025-01-05T05:14:09,Chennai
T4774,U113,D51,M95,4806,0,2025-01-19T04:53:00,Hyderabad
T4775,U196,D91,M91,819,0,2025-01-14T15:02:57,Chennai
T4776,U24,D57,M47,2020,0,2025-01-09T17:39:29,Hyderabad
T4777,U148,D97,M87,3272,0,2025-01-12T10:22:51,Mumbai
T4778,U156,D29,M2,4551,0,2025-01-28T06:53:34,Chennai
T4779,U58,D11,M78,3721,0,2025-01-19T04:10:07,Mumbai
T4780,U64,D17,M45,224,0,2025-01-21T21:43:51,Hyderabad
T4781,U6,D65,M39,793,0,2025-01-26T00:30:54,Chennai
T4782,U30,D33,M6,1852,0,2025-01-14T17:19:47,Hyderabad
T4783,U180,D90,M16,3431,0,2025-01-27T02:37:23,Delhi
T4784,U98,D85,M51,1807,0,2025-01-20T10:44:09,Chennai
T4785,U171,D20,M76,4526,0,2025-01-11T00:25:23,Delhi
T4786,U26,D30,M43,2179,0,2025-01-09T11:21:24,Hyderabad
T4787,U17,D62,M15,3105,0,2025-01-15T10:55:25,Chennai
T4788,U61,D38,M50,4424,0,2025-01-24T16:47:04,Chennai
T4789,U139,D71,M61,4070,0,2025-01-18T11:27:47,Chennai
T4790,U108,D22,M9,629,0,2025-01-10T16:52:41,Hyderabad
T4791,U10,D9,M2,2721,0,2025-01-15T04:56:57,Chennai
T4792,U60,D7,M12,3695,0,2025-01-29T06:17:39,Chennai
T4793,U110,D65,M14,2324,0,2025-01-02T17:06:50,Mumbai
T4794,U25,D68,M47,4668,0,2025-01-10T10:51:18,Chennai
T4795,U110,D3,M97,3546,0,2025-01-19T07:27:29,Mumbai
T4796,U55,D92,M68,757,0,2025-01-03T03:28:53,Delhi
T4797,U128,D49,M83,4009,0,2025-01-03T13:30:43,Hyderabad
T4798,U9,D81,M11,4909,0,2025-01-01T16:15:27,Hyderabad
T4799,U116,D50,M37,2193,0,2025-01-03T05:20:23,Delhi
T4800,U77,D30,M87,1395,0,2025-01-28T04:31:50,Hyderabad
T4801,U77,D75,M33,4470,0,2025-01-18T20:05:34,Mumbai
T4802,U62,D76,M31,3848,0,2025-01-29T11:37:27,Mumbai
T4803,U175,D10,M74,4994,0,2025-01-13T02:33:42,Hyderabad
T4804,U199,D55,M31,3667,0,2025-01-06T09:13:16,Delhi
T4805,U0,D76,M10,2439,0,2025-01-11T13:39:42,Chennai
T4806,U66,D55,M50,1024,0,2025-01-30T15:52:26,Delhi
T4807,U5,D30,M53,4539,0,2025-01-13T17:44:33,Hyderabad
T4808,U57,D11,M4,4127,0,2025-01-20T02:22:57,Delhi
T4809,U199,D0,M55,4777,0,2025-01-03T05:39:31,Hyderabad
T4810,U138,D2,M94,127,0,2025-01-17T17:47:33,Chennai
T4811,U119,D4,M89,2675,0,2025-01-14T16:12:26,Delhi
T4812,U27,D6,M8,2374,0,2025-01-09T06:20:14,Chennai
T4813,U116,D88,M92,221,0,2025-01-09T08:03:23,Mumbai
T4814,U32,D90,M55,3941,0,2025-01-09T00:31:29,Mumbai
T4815,U68,D33,M86,3201,0,2025-01-01T21:54:31,Delhi
T4816,U115,D97,M48,2578,0,2025-01-27T04:26:25,Chennai
T4817,U70,D28,M53,1081,0,2025-01-24T14:32:25,Chennai
T4818,U9,D60,M7,2351,0,2025-01-25T18:48:55,Delhi
T4819,U156,D86,M25,4163,0,2025-01-20T09:01:49,Hyderabad
T4820,U5,D7,M16,1057,0,2025-01-07T10:04:21,Mumbai
T4821,U33,D18,M69,4313,0,2025-01-05T17:50:53,Delhi
T4822,U142,D39,M8,1881,0,2025-01-02T06:52:21,Mumbai
T4823,U65,D79,M51,3300,0,2025-01-08T02:29:09,Mumbai
T4824,U111,D96,M0,266,0,2025-01-05T10:46:19,Hyderabad
T4825,U111,D81,M21,2143,0,2025-01-20T06:41:20,Chennai
T4826,U158,D39,M26,4057,0,2025-01-08T00:50:42,Delhi
T4827,U77,D29,M46,2908,0,2025-01-12T01:11:58,Hyderabad
T4828,U62,D54,M29,2161,0,2025-01-29T02:06:36,Hyderabad
T4829,U165,D68,M35,1564,0,2025-01-01T13:02:19,Mumbai
T4830,U118,D13,M95,889,0,2025-01-20T20:52:38,Hyderabad
T4831,U75,D17,M99,1602,0,2025-01-17T07:45:46,Delhi
T4832,U123,D35,M6,2170,0,2025-01-21T18:45:39,Mumbai
T4833,U113,D95,M20,1887,0,2025-01-07T20:32:57,Mumbai
T4834,U174,D52,M83,2350,0,2025-01-25T00:41:51,Hyderabad
T4835,U141,D87,M94,4724,0,2025-01-24T07:23:43,Delhi
T4836,U85,D47,M34,904,0,2025-01-17T22:54:55,Chennai
T4837,U155,D0,M52,1708,0,2025-01-14T05:24:32,Chennai
T4838,U188,D12,M46,3107,0,2025-01-03T16:40:16,Hyderabad
T4839,U52,D30,M7,4267,0,2025-01-20T18:48:59,Hyderabad
T4840,U86,D73,M24,1412,0,2025-01-22T04:02:41,Delhi
T4841,U4,D16,M75,1175,0,2025-01-02T04:11:11,Hyderabad
T4842,U162,D61,M20,3768,0,2025-01-21T17:17:49,Mumbai
T4843,U20,D14,M74,2349,0,2025-01-26T02:38:44,Mumbai
T4844,U158,D53,M54,117185,1,2025-01-23T05:51:59,Chennai
T4845,U31,D25,M86,817,0,2025-01-08T14:39:34,Delhi
T4846,U158,D65,M1,4189,0,2025-01-04T01:43:19,Chennai
T4847,U28,D98,M48,1155,0,2025-01-07T12:53:30,Mumbai
T4848,U16,D21,M29,180,0,2025-01-03T19:38:53,Hyderabad
T4849,U7,D63,M38,879,0,2025-01-02T00:34:59,Delhi
T4850,U11,D24,M37,2613,0,2025-01-10T08:45:45,Chennai
T4851,U130,D98,M68,3590,0,2025-01-26T02:36:38,Chennai
T4852,U143,D91,M24,3716,0,2025-01-13T07:31:32,Mumbai
T4853,U170,D29,M40,3175,0,2025-01-08T19:20:48,Mumbai
T4854,U30,D88,M99,4416,0,2025-01-15T16:57:44,Mumbai
T4855,U164,D57,M82,3962,0,2025-01-26T15:01:50,Chennai
T4856,U5,D29,M0,3234,0,2025-01-22T09:12:37,Hyderabad
T4857,U51,D77,M10,997,0,2025-01-11T04:37:57,Delhi
T4858,U93,D67,M76,874,0,2025-01-16T04:15:25,Mumbai
T4859,U115,D62,M10,3422,0,2025-01-18T06:08:13,Chennai
T4860,U122,D62,M6,584,0,2025-01-07T06:03:38,Hyderabad
T4861,U156,D58,M17,3092,0,2025-01-17T15:44:14,Mumbai
T4862,U156,D69,M49,4445,0,2025-01-06T15:59:14,Chennai
T4863,U154,D6,M90,438,0,2025-01-08T12:46:46,Mumbai
T4864,U168,D10,M4,3794,0,2025-01-07T21:29:52,Hyderabad
T4865,U105,D74,M9,3199,0,2025-01-16T15:30:49,Chennai
T4866,U196,D60,M50,2573,0,2025-01-22T02:58:20,Hyderabad
T4867,U106,D47,M9,1788,0,2025-01-30T16:48:51,Hyderabad
T4868,U10,D16,M14,3443,0,2025-01-21T04:41:41,Hyderabad
T4869,U163,D82,M37,4693,0,2025-01-13T16:56:33,Delhi
T4870,U126,D2,M97,1842,0,2025-01-24T16:24:42,Delhi
T4871,U93,D16,M81,2882,0,2025-01-04T10:53:41,Mumbai
T4872,U98,D12,M62,1822,0,2025-01-29T03:56:26,Hyderabad
T4873,U24,D43,M38,1519,0,2025-01-16T01:14:53,Hyderabad
T4874,U52,D27,M34,729,0,2025-01-21T14:48:20,Delhi
T4875,U42,D49,M70,4231,0,2025-01-06T20:16:02,Chennai
T4876,U73,D49,M54,3155,0,2025-01-08T13:49:11,Delhi
T4877,U31,D23,M85,1534,0,2025-01-07T04:30:10,Delhi
T4878,U50,D63,M76,2055,0,2025-01-29T16:33:12,Delhi
T4879,U195,D67,M63,1124,0,2025-01-18T19:29:14,Delhi
T4880,U138,D86,M1,3126,0,2025-01-27T04:42:01,Delhi
T4881,U118,D3,M79,1746,0,2025-01-29T08:17:43,Delhi
T4882,U4,D14,M86,4713,0,2025-01-30T18:35:06,Chennai
T4883,U57,D80,M45,4809,0,2025-01-15T14:39:39,Mumbai
T4884,U113,D26,M19,4137,0,2025-01-19T07:37:19,Chennai
T4885,U194,D67,M51,4007,0,2025-01-15T14:33:19,Hyderabad
T4886,U65,D15,M6,182,0,2025-01-01T15:28:20,Chennai
T4887,U8,D16,M90,1348,0,2025-01-19T20:58:08,Delhi
T4888,U184,D44,M10,1794,0,2025-01-20T02:08:11,Delhi
T4889,U158,D21,M5,247,0,2025-01-29T19:17:18,Delhi
T4890,U82,D34,M25,3754,0,2025-01-11T18:29:29,Delhi
T4891,U125,D91,M66,1323,0,2025-01-14T00:00:43,Chennai
T4892,U48,D35,M79,1917,0,2025-01-30T17:43:54,Delhi
T4893,U131,D75,M80,3485,0,2025-01-09T03:53:15,Delhi
T4894,U78,D97,M28,2284,0,2025-01-06T03:41:18,Mumbai
T4895,U131,D58,M36,4020,0,2025-01-02T18:49:07,Delhi
T4896,U16,D50,M90,3076,0,2025-01-27T13:41:39,Delhi
T4897,U149,D24,M66,3902,0,2025-01-27T13:32:00,Chennai
T4898,U139,D14,M83,3001,0,2025-01-07T08:33:49,Mumbai
T4899,U12,D54,M31,3738,0,2025-01-06T16:32:44,Delhi
T4900,U178,D79,M7,2500,0,2025-01-05T05:48:53,Mumbai
T4901,U18,D13,M66,3354,0,2025-01-20T05:04:33,Delhi
T4902,U62,D86,M10,133,0,2025-01-10T09:24:07,Delhi
T4903,U63,D92,M86,3381,0,2025-01-25T23:50:58,Mumbai
T4904,U65,D30,M82,3139,0,2025-01-29T05:34:08,Mumbai
T4905,U91,D7,M41,3340,0,2025-01-02T15:48:05,Chennai
T4906,U167,D21,M23,1509,0,2025-01-03T11:05:30,Delhi
T4907,U18,D1,M91,3011,0,2025-01-11T01:46:16,Mumbai
T4908,U15,D93,M21,3313,0,2025-01-21T09:05:22,Hyderabad
T4909,U53,D65,M85,3171,0,2025-01-05T15:54:20,Delhi
T4910,U39,D38,M40,1703,0,2025-01-11T23:45:25,Chennai
T4911,U198,D3,M75,4542,0,2025-01-29T17:22:28,Chennai
T4912,U83,D94,M25,642,0,2025-01-23T18:02:56,Chennai
T4913,U196,D51,M71,610,0,2025-01-05T14:33:44,Delhi
T4914,U15,D17,M46,2971,0,2025-01-01T20:44:34,Hyderabad
T4915,U36,D15,M84,1316,0,2025-01-05T05:23:03,Hyderabad
T4916,U65,D31,M18,2971,0,2025-01-04T04:15:57,Delhi
T4917,U89,D86,M93,2247,0,2025-01-09T01:32:11,Delhi
T4918,U58,D24,M21,452,0,2025-01-19T22:40:12,Delhi
T4919,U198,D22,M69,946,0,2025-01-01T14:32:20,Chennai
T4920,U97,D13,M28,2624,0,2025-01-24T16:09:11,Chennai
T4921,U46,D3,M11,3909,0,2025-01-14T07:43:05,Hyderabad
T4922,U91,D5,M13,3930,0,2025-01-19T20:13:15,Chennai
T4923,U64,D18,M56,3364,0,2025-01-26T15:05:29,Delhi
T4924,U162,D86,M25,332,0,2025-01-25T18:55:13,Mumbai
T4925,U65,D25,M56,4706,0,2025-01-26T15:14:27,Hyderabad
T4926,U134,D26,M10,3784,0,2025-01-20T17:32:13,Hyderabad
T4927,U125,D87,M29,4801,0,2025-01-15T12:01:14,Hyderabad
T4928,U14,D55,M34,3210,0,2025-01-03T13:34:52,Hyderabad
T4929,U42,D41,M83,268,0,2025-01-24T04:35:19,Chennai
T4930,U179,D87,M21,3272,0,2025-01-25T11:31:37,Chennai
T4931,U176,D54,M71,4124,0,2025-01-18T05:08:42,Delhi
T4932,U72,D9,M9,2628,0,2025-01-05T15:38:58,Delhi
T4933,U181,D55,M67,1064,0,2025-01-29T07:20:24,Chennai
T4934,U196,D71,M80,1508,0,2025-01-20T15:13:58,Mumbai
T4935,U162,D77,M81,516,0,2025-01-27T16:49:15,Chennai
T4936,U108,D24,M15,4587,0,2025-01-11T02:45:53,Chennai
T4937,U138,D60,M43,4078,0,2025-01-11T09:00:29,Hyderabad
T4938,U84,D90,M81,1811,0,2025-01-19T03:57:09,Hyderabad
T4939,U62,D50,M44,2130,0,2025-01-15T16:14:29,Delhi
T4940,U59,D1,M12,549,0,2025-01-30T18:49:04,Delhi
T4941,U44,D30,M9,2426,0,2025-01-13T04:14:34,Mumbai
T4942,U30,D77,M73,3445,0,2025-01-03T16:04:44,Chennai
T4943,U46,D2,M1,2585,0,2025-01-10T02:07:34,Hyderabad
T4944,U135,D42,M47,4330,0,2025-01-19T01:06:38,Hyderabad
T4945,U31,D89,M2,1421,0,2025-01-02T09:18:57,Hyderabad
T4946,U172,D86,M70,500,0,2025-01-14T04:15:08,Hyderabad
T4947,U46,D93,M68,4091,0,2025-01-23T15:32:15,Chennai
T4948,U33,D49,M41,4996,0,2025-01-14T23:02:18,Chennai
T4949,U146,D75,M2,810,0,2025-01-24T03:57:46,Hyderabad
T4950,U152,D14,M82,2147,0,2025-01-28T14:51:35,Chennai
T4951,U115,D33,M6,783,0,2025-01-01T00:28:42,Hyderabad
T4952,U191,D22,M57,4094,0,2025-01-10T00:48:54,Delhi
T4953,U135,D66,M1,4777,0,2025-01-30T00:26:35,Chennai
T4954,U35,D23,M11,4660,0,2025-01-11T20:56:07,Mumbai
T4955,U72,D75,M95,600,0,2025-01-19T00:01:22,Chennai
T4956,U150,D73,M62,2433,0,2025-01-30T10:09:20,Chennai
T4957,U10,D19,M55,4498,0,2025-01-07T08:34:07,Hyderabad
T4958,U57,D9,M21,2683,0,2025-01-02T22:44:40,Mumbai
T4959,U188,D6,M71,3926,0,2025-01-06T11:09:19,Chennai
T4960,U148,D7,M88,639,0,2025-01-20T14:20:21,Hyderabad
T4961,U115,D40,M36,4886,0,2025-01-12T20:41:23,Hyderabad
T4962,U100,D30,M61,1635,0,2025-01-19T01:47:16,Mumbai
T4963,U5,D8,M10,4290,0,2025-01-27T06:21:13,Chennai
T4964,U119,D1,M28,465,0,2025-01-15T03:35:09,Delhi
T4965,U68,D22,M99,618,0,2025-01-04T11:49:06,Hyderabad
T4966,U126,D76,M61,2733,0,2025-01-18T00:58:31,Hyderabad
T4967,U14,D52,M42,3638,0,2025-01-12T08:54:39,Delhi
T4968,U34,D78,M13,704,0,2025-01-25T03:52:23,Delhi
T4969,U17,D50,M0,736,0,2025-01-13T07:52:16,Chennai
T4970,U59,D90,M88,3852,0,2025-01-16T13:55:11,Delhi
T4971,U115,D19,M91,184,0,2025-01-30T06:05:01,Chennai
T4972,U119,D65,M83,4058,0,2025-01-22T17:21:14,Delhi
T4973,U85,D23,M14,623,0,2025-01-21T23:37:08,Mumbai
T4974,U191,D30,M52,2497,0,2025-01-06T04:45:18,Delhi
T4975,U43,D29,M34,4818,0,2025-01-05T11:02:31,Hyderabad
T4976,U91,D16,M11,855,0,2025-01-12T01:37:02,Mumbai
T4977,U91,D59,M66,4822,0,2025-01-26T15:49:16,Chennai
T4978,U117,D94,M62,4452,0,2025-01-15T23:07:01,Chennai
T4979,U86,D8,M51,2717,0,2025-01-12T02:01:41,Mumbai
T4980,U18,D12,M31,4295,0,2025-01-23T13:36:43,Delhi
T4981,U158,D58,M54,2806,0,2025-01-27T03:08:14,Chennai
T4982,U95,D42,M97,2494,0,2025-01-24T04:44:28,Hyderabad
T4983,U32,D8,M29,1947,0,2025-01-20T01:21:10,Mumbai
T4984,U104,D30,M71,4666,0,2025-01-16T20:25:55,Mumbai
T4985,U0,D81,M18,4054,0,2025-01-17T15:44:24,Mumbai
T4986,U52,D5,M16,3033,0,2025-01-08T12:04:15,Mumbai
T4987,U100,D54,M90,583,0,2025-01-08T07:14:16,Mumbai
T4988,U195,D85,M39,2120,0,2025-01-18T14:21:32,Mumbai
T4989,U10,D19,M42,3377,0,2025-01-18T21:32:56,Mumbai
T4990,U93,D35,M98,2409,0,2025-01-04T18:57:41,Chennai
T4991,U123,D63,M57,1752,0,2025-01-09T13:14:40,Mumbai
T4992,U150,D95,M28,3322,0,2025-01-15T03:25:05,Hyderabad
T4993,U94,D5,M33,655,0,2025-01-13T23:16:21,Hyderabad
T4994,U99,D51,M41,4988,0,2025-01-27T00:34:34,Chennai
T4995,U38,D38,M11,3310,0,2025-01-18T01:11:37,Delhi
T4996,U2,D21,M3,3051,0,2025-01-03T22:02:18,Mumbai
T4997,U15,D31,M63,4655,0,2025-01-24T16:57:49,Hyderabad
T4998,U139,D92,M4,909,0,2025-01-02T04:49:08,Mumbai
T4999,U110,D71,M93,3181,0,2025-01-04T01:40:32,Hyderabad
T5000,U143,D41,M2,3641,0,2025-01-12T13:45:51,Delhi
T5001,U195,D23,M18,4497,0,2025-01-20T23:28:44,Hyderabad
T5002,U17,D11,M13,1903,0,2025-01-04T05:51:41,Hyderabad
T5003,U133,D87,M32,2521,0,2025-01-02T12:56:58,Hyderabad
T5004,U94,D56,M52,1904,0,2025-01-30T01:10:35,Mumbai
T5005,U101,D2,M63,3165,0,2025-01-09T13:29:43,Hyderabad
T5006,U35,D22,M18,3467,0,2025-01-08T12:26:26,Hyderabad
T5007,U57,D17,M35,4603,0,2025-01-05T04:48:15,Delhi
T5008,U61,D35,M74,2293,0,2025-01-16T12:04:15,Hyderabad
T5009,U23,D97,M67,3122,0,2025-01-18T15:15:28,Mumbai
T5010,U137,D52,M88,4374,0,2025-01-02T16:06:15,Hyderabad
T5011,U13,D65,M81,960,0,2025-01-07T05:10:28,Delhi
T5012,U191,D71,M48,1619,0,2025-01-07T17:12:20,Mumbai
T5013,U36,D48,M67,3844,0,2025-01-15T07:48:13,Mumbai
T5014,U27,D87,M3,3493,0,2025-01-28T08:56:00,Delhi
T5015,U138,D34,M38,3406,0,2025-01-02T13:47:43,Mumbai
T5016,U68,D22,M33,1759,0,2025-01-04T08:41:43,Hyderabad
T5017,U15,D67,M53,4095,0,2025-01-15T11:53:03,Hyderabad
T5018,U84,D79,M43,4453,0,2025-01-27T18:26:03,Chennai
T5019,U45,D72,M53,1856,0,2025-01-24T16:27:35,Hyderabad
T5020,U8,D69,M43,2231,0,2025-01-18T20:10:56,Mumbai
T5021,U31,D33,M82,2467,0,2025-01-10T08:34:19,Hyderabad
T5022,U113,D22,M25,1360,0,2025-01-23T13:12:17,Mumbai
T5023,U36,D8,M93,3184,0,2025-01-02T11:20:08,Hyderabad
T5024,U105,D79,M1,4162,0,2025-01-13T13:18:51,Hyderabad
T5025,U184,D42,M18,2403,0,2025-01-02T10:46:23,Chennai
T5026,U62,D6,M78,3521,0,2025-01-01T03:54:00,Chennai
T5027,U54,D24,M71,135,0,2025-01-05T00:09:02,Mumbai
T5028,U28,D26,M49,3425,0,2025-01-24T07:11:09,Hyderabad
T5029,U177,D36,M74,2136,0,2025-01-11T23:24:58,Chennai
T5030,U167,D54,M79,1277,0,2025-01-08T23:37:52,Mumbai
T5031,U50,D14,M7,3777,0,2025-01-16T05:52:58,Mumbai
T5032,U6,D17,M11,4117,0,2025-01-29T18:22:24,Delhi
T5033,U11,D83,M56,689,0,2025-01-18T04:09:42,Mumbai
T5034,U22,D29,M57,3778,0,2025-01-07T22:44:56,Hyderabad
T5035,U9,D18,M18,4559,0,2025-01-12T07:56:39,Chennai
T5036,U83,D3,M96,4819,0,2025-01-13T17:07:43,Delhi
T5037,U66,D11,M92,2074,0,2025-01-23T00:57:48,Delhi
T5038,U40,D35,M1,889,0,2025-01-02T15:16:46,Mumbai
T5039,U94,D13,M92,390,0,2025-01-19T05:03:36,Mumbai
T5040,U117,D95,M58,574,0,2025-01-05T14:51:26,Mumbai
T5041,U172,D96,M10,4808,0,2025-01-23T01:03:44,Delhi
T5042,U70,D33,M82,2423,0,2025-01-15T13:15:50,Mumbai
T5043,U4,D92,M54,4926,0,2025-01-21T09:54:32,Delhi
T5044,U175,D3,M77,3547,0,2025-01-11T20:33:18,Delhi
T5045,U20,D79,M89,1260,0,2025-01-09T09:48:00,Mumbai
T5046,U162,D87,M50,2275,0,2025-01-18T23:53:14,Mumbai
T5047,U36,D5,M81,441,0,2025-01-04T06:31:41,Mumbai
T5048,U64,D8,M12,1095,0,2025-01-28T05:04:59,Delhi
T5049,U157,D30,M22,1442,0,2025-01-06T14:18:33,Mumbai
T5050,U9,D88,M99,3517,0,2025-01-16T15:46:02,Mumbai
T5051,U67,D22,M34,4654,0,2025-01-16T08:28:23,Hyderabad
T5052,U44,D36,M68,502,0,2025-01-17T06:58:16,Chennai
T5053,U26,D12,M56,2287,0,2025-01-19T10:43:20,Delhi
